ResourceNo,ResourceType,CultureName,ResourceKey,ResourceValue,InitBy,InitDate,ChangedBy,ChangedDate
11105,CommonTerms,fr-CA,JobQuoteRequestFaxMessageBody,"Nº des travaux : {0}|Date d’échéance : {1}|Nº de BC : {2}|Nom du projet : {3}|Adresse du projet : {4}|Nº de logement : {5}|Téléphone du projet : {6}|Type de logement : {7}|Date de déménagement : {8}|Date d’emménagement : {9}|Date prévue des travaux : {10}|Type de travaux : {11}|Sous-catégorie de travaux : {12}|Description des travaux : {13}| |Commentaire du projet :| |{14}| |Commentaires du siège social :| |{15}| |**********************************************************************************************| Veuillez fournir un devis pour les travaux susmentionnés et le faire parvenir avant la date d’échéance indiquée ci-haut.| |Veuillez indiquer sur votre devis le numéro des travaux ou de BC qui vous a été fourni afin que nous puissions bien traiter votre devis et suivre son cheminement.| |Pour toute information additionnelle concernant les détails des travaux, veuillez communiquer avec le bureau du projet au numéro indiqué.| | Veuillez faire parvenir votre devis à :|Schedulers: Télécopieur : 403 261-9252; Courriel : Schedulers@bwalk.com|Immobilisations : Télécopieur : 403          ; Courriel : Capital@bwalk.com| |Boardwalk ne s’engage à accepter ni la soumission la plus basse ni aucune des soumissions.",EricS,2012-10-09 00:00:00,ndagher,2015-10-21 07:53:00
11712,CommonTerms,en-US,Quantity,Quantity,johnny,2013-01-15 00:00:00,,NULL
11713,CommonTerms,fr-CA,Quantity,Quantité,johnny,2013-01-15 00:00:00,hthomas,2013-10-04 11:59:00
11714,CommonTerms,en-US,SiteComments,Site Comments,johnny,2012-10-19 00:00:00,,NULL
11715,CommonTerms,fr-CA,SiteComments,Commentaires du projet,johnny,2012-10-19 00:00:00,hthomas,2013-10-08 14:24:00
11716,CommonTerms,en-US,SiteMemo,Site Memo,Johnny,2013-04-10 00:00:00,,NULL
11717,CommonTerms,fr-CA,SiteMemo,Note de service du projet,Johnny,2013-03-21 00:00:00,hthomas,2013-10-08 14:25:00
11718,CommonTerms,en-US,SubTotal,Sub Total,johnny,2013-01-16 00:00:00,,NULL
11719,CommonTerms,fr-CA,SubTotal,Sous-total,johnny,2013-01-16 00:00:00,hthomas,2013-10-04 11:47:00
11720,CommonTerms,en-US,SupplierInformation,Supplier Information,johnny,2013-01-14 00:00:00,,NULL
11721,CommonTerms,fr-CA,SupplierInformation,Information du fournisseur,johnny,2013-01-14 00:00:00,hthomas,2013-10-04 11:48:00
11722,CommonTerms,en-US,Total,Total,johnny,2013-01-15 00:00:00,,NULL
11723,CommonTerms,fr-CA,Total,Total,johnny,2013-01-15 00:00:00,hthomas,2013-10-04 11:48:00
11724,CommonTerms,en-US,UnitPrice,Unit Price,johnny,2013-01-15 00:00:00,,NULL
11725,CommonTerms,fr-CA,UnitPrice,Loyer du logement,johnny,2013-01-15 00:00:00,HThomas,2015-06-10 08:34:00
11726,CommonTerms,en-US,WaitingOnParts,Waiting On Parts,Johnny,2013-04-03 00:00:00,,NULL
11727,CommonTerms,fr-CA,WaitingOnParts,En attente de pièces,Johnny,2013-04-03 00:00:00,hthomas,2013-10-04 11:52:00
16978,ValidationMessages,fr-CA,DateInFuture,{0}: ne devrait pas être à une date ultérieure.,HaiZhu,2015-06-09 20:29:00,HThomas,2015-06-23 07:31:00
16979,ValidationMessages,en-US,PleaseSelectReasonDeactivatingGuestCard,Please select the reason for de-activating this Guest Card.,HaiZhu,2015-06-09 20:29:00,,NULL
16980,ValidationMessages,fr-CA,PleaseSelectReasonDeactivatingGuestCard,Veuillez sélectionner la raison qui explique le classement de la fiche visiteur.,HaiZhu,2015-06-09 20:29:00,HThomas,2015-06-10 14:12:00
16981,ValidationMessages,en-US,MixedItemsSelected,Mixed items are selected.,HaiZhu,2015-06-09 20:29:00,,NULL
16982,ValidationMessages,fr-CA,MixedItemsSelected,Une variété d'items ont été sélectionnés.,HaiZhu,2015-06-09 20:29:00,HThomas,2017-06-29 09:28:00
16984,CommonTerms,fr-CA,Unknown,Inconnu(e),HaiZhu,2015-06-09 20:29:00,HThomas,2015-06-10 08:35:00
17006,Reports,fr-CA,RentalInquiryDetail.ChatHdr,Clavardage,HaiZhu,2015-06-09 20:29:00,,NULL
11187,CommonTerms,en-US,JobApprovalEmailMessageBody,"<html><head><meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""></head><body lang=""EN-US"" link=""blue"" vlink=""purple"" style=""background-color: rgb(255, 255, 255); line-height: initial;"">Dear Leader,<br><br>We have received the attached quotation which requires your approval:<br><br><table><tr style=""vertical-align:top""><td><b>Quotes:</b></td><td>{0}</td></tr></table><br><br><hr><br><br><table><tr><td><b>Job Number:</b></td><td>{1}</td></tr><tr><td><b>PO Number:</b></td><td>{2}</td></tr><tr><td><b>Site Name:</b></td><td>{3}</td></tr><tr><td><b>Site Address:</b></td><td>{4}</td></tr><tr><td><b>Suite Number:</b></td><td>{5}</td></tr><tr><td><b>Site Phone #:</b></td><td>{6}</td></tr><tr><td><b>Suite Type:</b></td><td>{7}</td></tr><tr><td><b>Move Out Date:</b></td><td>{8}</td></tr><tr><td><b>Move In Date:</b></td><td>{9}</td></tr><tr><td><b>Scheduled Date:</b></td><td>{10}</td></tr><tr><td><b>Job Type:</b></td><td>{11}</td></tr><tr><td><b>Job Sub-Type:</b></td><td>{12}</td></tr><tr><td><b>Job Description:</b></td><td>{13}</td></tr><tr><td><b>Site Comment:</b></td><td>{14}</td></tr><tr><td><b>Head Office Comment:</b></td><td>{15}</td></tr></table><br><br><hr><br><br><table><tr><td><b>Sent from:</b> </td><td>{16}</td></tr></table><br><br><b>For approval, decline, or on hold, please click the following link,</b><br> <br> <a href=""{17}"">BPMS Job Quotes Approval</a><br><br><br><br></body></html>",EricS,2013-09-18 14:09:00,TMacleod,2017-09-07 09:33:00
11188,CommonTerms,fr-CA,JobApprovalEmailMessageBody,"<html><head><meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""></head><body lang=""EN-US"" link=""blue"" vlink=""purple"" style=""background-color: rgb(255, 255, 255); line-height: initial;"">Au Leader,<br><br>Nous avons reçu le devis en fichier joint qui demande votre approbation :<br><br><table><tr style=""vertical-align:top""><td><b>Devis :</b></td><td>{0}</td></tr></table><br><br><hr><br><br><table><tr><td><b>No. des travaux :</b></td><td>{1}</td></tr><tr><td><b>Nº du BC :</b></td><td>{2}</td></tr><tr><td><b>Nom du projet :</b></td><td>{3}</td></tr><tr><td><b>Adresse du projet :</b></td><td>{4}</td></tr><tr><td><b>Nº de logement :</b></td><td>{5}</td></tr><tr><td><b>Téléphone du projet :b></td><td>{6}</td></tr><tr><td><b>Type de logement :</b></td><td>{7}</td></tr><tr><td><b>Date de déménagement :</b></td><td>{8}</td></tr><tr><td><b>Date d’emménagement :</b></td><td>{9}</td></tr><tr><td><b>Date prévue des travaux :</b></td><td>{10}</td></tr><tr><td><b>Type de travaux :</b></td><td>{11}</td></tr><tr><td><b>Sous-catégorie de travaux :</b></td><td>{12}</td></tr><tr><td><b>Description du travail :</b></td><td>{13}</td></tr><tr><td><b>Commentaires du projet :</b></td><td>{14}</td></tr><tr><td><b>Commentaires du siège social :</b></td><td>{15}</td></tr></table><br><br><hr><br><br><table><tr><td><b>Envoyé de :</b> </td><td>{16}</td></tr></table><br><br><b> Pour approbation, refus ou mise en attente, cliquez sur le lien suivant,</b><br> <br> <a href=""{17}""> Approbation du devis des travaux dans BPMS </a><br><br><br><br></body></html> <a href=""{17}"">Approbation du devis des travaux dans BPMS</a><br><br><br><br></body></html>",EricS,2013-09-18 14:09:00,TMacleod,2017-09-07 09:34:00
11193,CommonTerms,en-US,JobApprovalEmailMessageSubject,Approval Required Email to {0}) Subject: AR:{1} {2} - {3} - {4},EricS,2013-09-18 14:09:00,MPoulin,2014-05-16 11:16:00
11194,CommonTerms,fr-CA,JobApprovalEmailMessageSubject,demande d'approbation envoyée par courriel à  {0}) Objet : AR:{1} {2} - {3} - {4},EricS,2013-09-18 14:09:00,HThomas,2015-05-12 13:11:00
11195,CommonTerms,en-US,JobApprovalFYIEmailMessageSubject,Approval Required FYI Email to {0}) Subject: AR:{1} {2} - {3} - {4},EricS,2013-09-18 14:09:00,MPoulin,2014-05-16 11:17:00
11196,CommonTerms,fr-CA,JobApprovalFYIEmailMessageSubject,courriel à titre informatif pour une demande d'approbation envoyé à {0})Objet : CR :{1} {2} - {3} - {4},EricS,2013-09-18 14:09:00,HThomas,2015-05-12 13:09:00
11197,CommonTerms,en-US,JobApprovalEmailCommentAddedMessageSubject,(Approval Required to {0} - Comment Added) Subject: AR:{1} {2} - {3} - {4},EricS,2013-09-18 14:09:00,MPoulin,2014-05-16 11:15:00
11198,CommonTerms,fr-CA,JobApprovalEmailCommentAddedMessageSubject,(approbation exigée pour {0} - commentaires ajoutés) Objet :{1} {2} - {3} - {4},EricS,2013-09-18 14:09:00,HThomas,2015-05-12 13:00:00
11199,CommonTerms,en-US,ApprovalSentByExistingWarning,The job has been sent for approvals by {0}. Do you want to send it again?,EricS,2013-09-18 14:09:00,,NULL
16849,Reports,en-US,LeaseAssignment.Section1Part5,"Acknowledge and agree that I am responsible to pay for any damage caused to the suite, costs to remove any remaining items, costs to clean the suite, any rental charges up to the date the suite is assigned;",JGoh,2015-05-13 20:06:00,TMacleod,2016-10-19 15:01:00
16850,Reports,fr-CA,LeaseAssignment.Section1Part5,"Je conviens d'être responsable de payer les indemnités pour tout dommage causé au logement, les frais reliés au retrait de tout bien demeurant dans le logement, au nettoyage du logement, ainsi que le loyer jusqu'au jour de la cession du logement ;",JGoh,2015-05-13 20:06:00,TMacleod,2016-10-19 15:01:00
17032,Reports,fr-CA,GuestCardsClosed.CityHdr,Ville,HaiZhu,2015-06-09 20:29:00,,NULL
17033,Reports,en-US,GuestCardsClosed.ProjectHdr,Project,HaiZhu,2015-06-09 20:29:00,,NULL
17034,Reports,fr-CA,GuestCardsClosed.ProjectHdr,Projet,HaiZhu,2015-06-09 20:29:00,,NULL
17035,Reports,en-US,GuestCardsClosed.FirstNameHdr,First Name,HaiZhu,2015-06-09 20:29:00,,NULL
17036,Reports,fr-CA,GuestCardsClosed.FirstNameHdr,Prénom,HaiZhu,2015-06-09 20:29:00,,NULL
17037,Reports,en-US,GuestCardsClosed.LastNameHdr,Last Name,HaiZhu,2015-06-09 20:29:00,,NULL
17038,Reports,fr-CA,GuestCardsClosed.LastNameHdr,Nom,HaiZhu,2015-06-09 20:29:00,,NULL
17039,Reports,en-US,GuestCardsClosed.HomePhoneHdr,Home Phone,HaiZhu,2015-06-09 20:29:00,,NULL
17040,Reports,fr-CA,GuestCardsClosed.HomePhoneHdr,Téléphone (domicile),HaiZhu,2015-06-09 20:29:00,,NULL
11189,CommonTerms,en-US,JobApprovalEmailCommentAddedMessageBody,"<html><head><meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""></head><body lang=""EN-US"" link=""blue"" vlink=""purple"" style=""background-color: rgb(255, 255, 255); line-height: initial;"">Dear Leader,<br><br>{18} has added following comment for the approval request. <br><br><table><tr><td><b>Comment:</b></td><td>{19}</td></tr><tr><td><b>Action:</b></td><td>{20}</td></tr></table> <br><br><hr><br><br><table><tr style=""vertical-align:top""><td><b>Quotes:</b></td><td>{0}</td></tr></table><br><br><hr><br><br><table><tr><td><b>Job Number:</b></td><td>{1}</td></tr><tr><td><b>PO Number:</b></td><td>{2}</td></tr><tr><td><b>Site Name:</b></td><td>{3}</td></tr><tr><td><b>Site Address:</b></td><td>{4}</td></tr><tr><td><b>Suite Number:</b></td><td>{5}</td></tr><tr><td><b>Site Phone #:</b></td><td>{6}</td></tr><tr><td><b>Suite Type:</b></td><td>{7}</td></tr><tr><td><b>Move Out Date:</b></td><td>{8}</td></tr><tr><td><b>Move In Date:</b></td><td>{9}</td></tr><tr><td><b>Scheduled Date:</b></td><td>{10}</td></tr><tr><td><b>Job Type:</b></td><td>{11}</td></tr><tr><td><b>Job Sub-Type:</b></td><td>{12}</td></tr><tr><td><b>Job Description:</b></td><td>{13}</td></tr><tr><td><b>Site Comment:</b></td><td>{14}</td></tr><tr><td><b>Head Office Comment:</b></td><td>{15}</td></tr></table><br><br><hr><br><br><table><tr><td><b>Sent from:</b> </td><td>{16}</td></tr></table><br><br><b>For approval, decline, or on hold, please click the following link,</b><br> <br> <a href=""{17}"">BPMS Job Quotes Approval</a><br><br><br><br></body></html>",EricS,2013-09-18 14:09:00,TMacleod,2017-09-07 11:59:00
11190,CommonTerms,fr-CA,JobApprovalEmailCommentAddedMessageBody,"<html><head><meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""></head><body lang=""EN-US"" link=""blue"" vlink=""purple"" style=""background-color: rgb(255, 255, 255); line-height: initial;"">Au Leader,<br><br>{18} a ajouté les commentaires suivants à la demande d’approbation. <br><br><table><tr><td><b>Commentaires :</b></td><td>{19}</td></tr><tr><td><b>Action :</b></td><td>{20}</td></tr></table> <br><br><hr><br><br><table><tr style=""vertical-align:top""><td><b>Devis :</b></td><td>{0}</td></tr></table><br><br><hr><br><br><table><tr><td><b>No. des travaux :</b></td><td>{1}</td></tr><tr><td><b>No. du BC :</b></td><td>{2}</td></tr><tr><td><b>Nom du projet :</b></td><td>{3}</td></tr><tr><td><b>Adresse du projet :b></td><td>{4}</td></tr><tr><td><b>No. du logement :</b></td><td>{5}</td></tr><tr><td><b>Téléphone du projet :</b></td><td>{6}</td></tr><tr><td><b>Type de logement :b></td><td>{7}</td></tr><tr><td><b>Date de déménagement :b></td><td>{8}</td></tr><tr><td><b>Date d’emménagement :</b></td><td>{9}</td></tr><tr><td><b>Date prévue des travaux :</b></td><td>{10}</td></tr><tr><td><b>Type de travaux :</b></td><td>{11}</td></tr><tr><td><b>Sous-catégorie de travaux :</b></td><td>{12}</td></tr><tr><td><b>Description des travaux :</b></td><td>{13}</td></tr><tr><td><b>Commentaires du projet :</b></td><td>{14}</td></tr><tr><td><b>Commentaires du siège social :</b></td><td>{15}</td></tr></table><br><br><hr><br><br><table><tr><td><b>Envoyé de :</b> </td><td>{16}</td></tr></table><br><br><b>Pour approbation, refus ou mise en attente, cliquez sur le lien suivant,</b><br> <br> <a href=""{17}"">Approbation du devis des travaux dans BPMS</a><br><br><br><br></body></html>  ",EricS,2013-09-18 14:09:00,TMacleod,2017-09-07 12:00:00
11200,CommonTerms,fr-CA,ApprovalSentByExistingWarning,La demande d'approbation des travaux a été envoyée par {0}. Voulez-vous l'envoyer à nouveau?,EricS,2013-09-18 14:09:00,HThomas,2015-04-30 12:27:00
11201,CommonTerms,en-US,Approval,Approval,EricS,2013-09-18 14:09:00,,NULL
11202,CommonTerms,fr-CA,Approval,Approbation,EricS,2013-09-18 14:09:00,hthomas,2013-09-19 09:21:00
11203,CommonTerms,en-US,Decline,Decline,EricS,2013-09-18 14:09:00,,NULL
11204,CommonTerms,fr-CA,Decline,Refuser,EricS,2013-09-18 14:09:00,hthomas,2013-10-03 08:40:00
11205,Labels,en-US,Decline,Decline:,EricS,2013-09-18 14:09:00,,NULL
11206,Labels,fr-CA,Decline,Refuser :,EricS,2013-09-18 14:09:00,hthomas,2013-10-03 08:41:00
11207,CommonTerms,en-US,SendForApproval,Send for Approval,EricS,2013-09-18 14:09:00,,NULL
11208,CommonTerms,fr-CA,SendForApproval,Envoyer pour approbation,EricS,2013-09-18 14:09:00,hthomas,2013-10-08 14:22:00
24658,CommonTerms,en-US,RentalApplicationIdVerified,I have verified each applicants identity.,pat,2017-10-10 08:49:00,,NULL
24659,CommonTerms,fr-CA,RentalApplicationIdVerified,J'ai vérifié l'identité des candidats,pat,2017-10-10 08:49:00,,NULL
24749,Reports,fr-CA,LeaseSchedule.SK.Label1AtoK(V2.1),"A. <b>PROTECTION DE L’ENVIRONNEMENT :</b> À Boardwalk, nous menons nos activités de façon à protéger l’environnement et à respecter l’ensemble des lois environnementales applicables. Nous adoptons une approche en amont qui protège nos membres résidents, nos associés et nos biens des dangers liés à l’environnement. Dans le cadre de notre engagement, nous élaborons des programmes qui s’inscrivent dans la conservation de l’environnement. Nous sommes déterminés à utiliser de façon responsable les ressources naturelles et à réduire nos émissions de gaz à effet de serre.<br>Nos membres résidents acceptent de se conformer aux règles suivantes pour préserver et protéger l’environnement :<br>a) COMBUSTIBLES : il est interdit pour le locataire de stocker des combustibles ou toute autre marchandise, provision ou tout matériel à des fins offensives dans le logement ou l’immeuble.<br>b) TABAGISME : le locataire comprend que le droit de fumer se limite uniquement au logement ou encore au balcon ou au patio de celui-ci.<br>c) STATIONNEMENT : le locataire est responsable de nettoyer immédiatement toute fuite d’huile du moteur de sa voiture.<br>d) MATIÈRES TOXIQUES ou CAUSANT D’AUTRES EFFETS TOXIQUES : le locataire est responsable de jeter les matières dangereuses immédiatement aux endroits prévus à cet effet par la municipalité.<br>e) DRAINS DES ÉVIERS ET DE LA TOILETTE : il ne faut pas déverser de matières grasses dans les éviers ou les toilettes.",Johnny,2018-03-28 20:01:00,,NULL
24752,Reports,en-US,LeaseSchedule.SK.LabelCannabis1,B. <b>CANNABIS/MARIJUANA CULTIVATION AND USE: Initialed by Tenant(s):</b>,Johnny,2018-03-28 20:01:00,SStJean,2019-04-29 13:31:00
24753,Reports,fr-CA,LeaseSchedule.SK.LabelCannabis1,B. <b>CULTURE ET CONSOMMATION DE CANNABIS OU MARIJUANA : initiales du ou des locataire(s):</b>,Johnny,2018-03-28 20:01:00,SStJean,2019-04-29 13:35:00
24754,Reports,en-US,LeaseSchedule.SK.LabelCannabis2,"Notwithstanding R. v. Parker[2000] O.J. No. 2787; Allard v. Canada 2014 FC 280, or any other common law rule to the contrary, The Tenant(s) covenants and agrees that they shall not smoke, and/or cultivate or otherwise grow cannabis and/or marijuana (collectively, “Cannabis”) in the rental unit at any time. The Tenant further covenants and agrees that purchasing or selling of any amount of Cannabis anywhere in or on the rental complex is strictly prohibited, and as such, is a breach of this Lease and applicable law, including, but not limited to, residential tenancy laws in force in the province in which the rental complex is located. Other than in a non-smoking form in the rental unit, use of Cannabis anywhere in the rental complex, including, but not limited to, common areas, hallways, or in or on the balcony(s) and/or patio(s) of the rental unit and rental complex, is strictly prohibited and a breach of this Lease. The Tenant(s) is responsible to ensure that their use of non-smoking form of Cannabis does not create a nuisance and/or interfere with the reasonable enjoyment of the Landlord or other Tenants of the rental complex, does not cause damage to the rental unit or rental complex, and does not impair the safety of any persons in the rental unit or rental complex. The Tenant agrees to indemnify the Landlord for any losses, claims or damages arising from their use of Cannabis, as well as for any breach of this paragraph B.",Johnny,2018-03-28 20:01:00,SStJean,2018-10-17 07:55:00
24780,Reports,en-US,LedgerPostings.ComboNameLbl,Combo Name,JohnnyS,2018-05-29 14:42:00,,NULL
25343,ValidationMessages,fr-CA,NoServiceChargesFound,Aucuns frais de service trouvés,EricS,2019-04-15 20:00:00,NDagher,2019-05-31 07:49:00
25455,CommonTerms,fr-CA,RFSWarning,The contractor has not been Notified of this RFM. Are you sure you want to leave this page?,EricS,2019-05-27 20:01:00,,NULL
9512,CommonTerms,en-US,TenantTenants,Tenant(s),JGoh,2013-08-08 11:09:00,,NULL
9513,CommonTerms,fr-CA,TenantTenants,Locataire(s),JGoh,2013-08-08 11:09:00,,NULL
9514,CommonTerms,en-US,NA,N/A,JGoh,2013-08-08 11:09:00,,NULL
9515,CommonTerms,fr-CA,NA,S.O.,JGoh,2013-08-08 11:09:00,,NULL
9516,CommonTerms,en-US,SubmeterElectrical,electrical,JGoh,2013-08-08 11:09:00,,NULL
9517,CommonTerms,fr-CA,SubmeterElectrical,électrique,JGoh,2013-08-08 11:09:00,hthomas,2013-09-03 08:51:00
9518,CommonTerms,en-US,SubmeterElectricity,electricity,JGoh,2013-08-08 11:09:00,,NULL
9519,CommonTerms,fr-CA,SubmeterElectricity,électricité,JGoh,2013-08-08 11:09:00,hthomas,2013-09-03 08:52:00
9520,CommonTerms,en-US,SubmeterWater,water,JGoh,2013-08-08 11:09:00,,NULL
9521,CommonTerms,fr-CA,SubmeterWater,eau,JGoh,2013-08-08 11:09:00,hthomas,2013-09-03 08:53:00
9522,CommonTerms,en-US,SubmeterGas,gas,JGoh,2013-08-08 11:09:00,,NULL
9523,CommonTerms,fr-CA,SubmeterGas,gaz,JGoh,2013-08-08 11:09:00,hthomas,2013-09-03 08:52:00
9524,CommonTerms,en-US,SubmeterHeat,heat,JGoh,2013-08-08 11:09:00,,NULL
9525,CommonTerms,fr-CA,SubmeterHeat,chauffage,JGoh,2013-08-08 11:09:00,hthomas,2013-09-03 08:52:00
9526,CommonTerms,en-US,SubmeterAnd,{0} and {1},JGoh,2013-08-08 11:09:00,,NULL
9527,CommonTerms,fr-CA,SubmeterAnd,{0} et {1},JGoh,2013-08-08 11:09:00,,NULL
